# L2Reduced_8-20NC_CALOR2017-19.root
#
# [status]
#  1 :CR    (w/ track)
#  0 :Noise (w/o track or noise covers track) 
# -1 :Too noisy  
# -2 :Almost no CAL data (missing hit info)
#
# [ID] [SID] [ts:sec] [ts:usec] [status]
0006 03 1504014739 536246 1
0006 04 1504027583 299814 1
0006 05 1504027628 131459 1
0006 06 1504078497 737471 1
0006 07 1504078626 770728 1
0006 08 1504078758 182254 1
0006 09 1504079146 993894 1
0006 10 1504080588 172601 1
0006 11 1504092167 574796 0
0006 12 1504094683 197242 1
0006 13 1504096327 263441 1
0006 14 1504096706 175462 1
0006 15 1504098500 135798 1
0006 16 1504098624 805594 1
0006 17 1504098659 621654 1
0006 18 1504098866 435080 0
0006 19 1504098869 992176 0
0006 20 1504098943 928527 0
0006 21 1504098959 181507 0
0006 22 1504099051 968924 0
0006 23 1504099080 196193 0
0006 24 1504099123  24208 0
0006 25 1504099140 855673 0
0006 26 1504099151 964238 0
0006 27 1504099163 558537 0
0006 28 1504099447 131645 0
0006 29 1504099551 146141 0
0006 30 1504099552 340143 0
0006 31 1504099597 390001 0
0006 32 1504099599 185856 0
0006 33 1504099599 454315 0
0006 34 1504099603 556354 0
0006 35 1504099609 955394 0
0006 36 1504099616 631364 0
0006 37 1504099623  81043 0
0006 38 1504099630 854762 0
0006 39 1504099636 955235 0
0007 00 1504099659  61680 0
0007 01 1504099671 235019 0
0007 02 1504099678 804738 0
0007 03 1504099685 772074 0
0007 04 1504099687 493444 0
0007 05 1504099696 922787 0
0007 06 1504099705 159684 0
0007 07 1504099707  56557 0
0007 08 1504099727 534430 0
0007 09 1504099728 623780 0
0007 10 1504099732 270395 0
0007 11 1504099744 351852 0
0007 12 1504099753 699744 0
0007 13 1504099757  40958 0
0007 14 1504099759 468466 0
0007 15 1504099765 253477 0
0007 16 1504099766 371547 0
0007 17 1504099768 897933 0
0007 18 1504099781 530051 0
0007 19 1504099817 822653 0
0007 20 1504099824 531267 0
0007 21 1504099839 669260 0
0007 22 1504100854 441628 1
0007 23 1504102383 631695 1
0007 24 1504103170 785619 0
0007 25 1504103437 766699 1
0007 26 1504104355 655756 0
0007 27 1504106249 235618 1
0007 28 1504106738 161227 1
0007 29 1504107116 968883 0
0007 30 1504107436 282656 1
0007 31 1504108959 753073 1
0007 32 1504109195 639924 1
0007 33 1504111157 308516 0
0007 34 1504111159 356084 0
0007 35 1504111161 406903 0
0007 36 1504111171 644877 0
0007 37 1504111172 205919 0
0007 38 1504111173 692570 0
0007 39 1504111175 741389 0
0008 00 1504111179 834908 0
0008 01 1504111181 882724 0
0008 02 1504111184 687181 0
0008 03 1504111188  26681 0
0008 04 1504111198 267282 0
0008 05 1504111202 362428 0
0008 06 1504111204 409991 0
0008 07 1504111223 456151 0
0008 08 1504111224 886688 0
0008 09 1504111226 934757 0
0008 10 1504111233  79716 0
0008 11 1504111234 543497 0
0008 12 1504111235 127285 0
0008 13 1504111237 174231 0
0008 14 1504111240 876682 0
0008 15 1504111241 271497 0
0008 16 1504111250 377763 0
0008 17 1504111253 555540 0
0008 18 1504111263 795012 0
0008 19 1504111265 845227 0
0008 20 1504111278 131500 0
0008 21 1504111280 179445 0
0008 22 1504111286  53694 0
0008 23 1504111298 607949 0
0008 24 1504111304 753781 0
0008 25 1504111306 800476 0
0008 26 1504111324 516707 0
0008 27 1504111327 277297 0
0008 28 1504111333 420382 0
0008 29 1504111337 876842 0
0008 30 1504111343 661979 0
0008 31 1504111344 663456 0
0008 32 1504111345 709300 0
0008 33 1504111349 804563 0
0008 34 1504111349 859554 0
0008 35 1504111352 723002 0
0008 36 1504111353 901079 0
0008 37 1504111354 899055 0
0008 38 1504111357 994719 0
0008 39 1504111360  42288 0
0009 00 1504111378 473289 0
0009 01 1504111390 761583 0
0009 02 1504111398 950361 0
0009 03 1504111403  46752 0
0009 04 1504111404 118592 0
0009 05 1504111405  94196 0
0009 06 1504111406  82298 0
0009 07 1504111407 142265 0
0009 08 1504111411 237530 0
0009 09 1504111413 515440 0
0009 10 1504111417 383613 0
0009 11 1504111425 573391 0
0009 12 1504111428 644684 0
0009 13 1504111433 764046 0
0009 14 1504111439 907253 0
0009 15 1504111441 954947 0
0009 16 1504111446  50215 0
0009 17 1504111452 195795 0
0009 18 1504111454 243617 0
0009 19 1504111456 291438 0
0009 20 1504111468 576733 0
0009 21 1504111470 624425 0
0009 22 1504111480 863899 0
0009 23 1504111505 506225 0
0009 24 1504111506 361723 0
0009 25 1504111506 783660 0
0009 26 1504111511 580317 0
0009 27 1504111515 676583 0
0009 28 1504111517 725276 0
0009 29 1504111536 156153 0
0009 30 1504111542 297491 0
0009 31 1504111545  12084 0
0009 32 1504111548 441571 0
0009 33 1504111550 489267 0
0009 34 1504111552 537089 0
0009 35 1504111558 683043 0
0009 36 1504111570 968837 0
0009 37 1504111575  63477 0
0009 38 1504111583 254383 0
0009 39 1504111585 301950 0
0010 00 1504111599 638689 0
0010 01 1504111601 686506 0
0010 02 1504111620 992381 0
0010 03 1504111622 162331 0
0010 04 1504111624 212023 0
0010 05 1504111632 403928 0
0010 06 1504111638 547635 0
0010 07 1504111642 643027 0
0010 08 1504111664 500891 0
0010 09 1504111669 264182 0
0010 10 1504111671 312372 0
0010 11 1504111673 360321 0
0010 12 1504111683 598669 0
0010 13 1504111685 644613 0
0010 14 1504111687 693310 0
0010 15 1504111688 877131 0
0010 16 1504111692 284001 0
0010 17 1504111697 932780 0
0010 18 1504111702  28296 0
0010 19 1504111710 220824 0
0010 20 1504111714 316090 0
0010 21 1504111716 363657 0
0010 22 1504111726 601382 0
0010 23 1504111734 792287 0
0010 24 1504111738 889676 0
0010 25 1504111745  33636 0
0010 26 1504111751 177342 0
0010 27 1504111753 225037 0
0010 28 1504111755 272732 0
0010 29 1504111757 318679 0
0010 30 1504111759 366497 0
0010 31 1504111761 414067 0
0010 32 1504111763 461884 0
0010 33 1504111767 557400 0
0010 34 1504111770 468717 0
0010 35 1504111775 750929 0
0010 36 1504111777 798497 0
0010 37 1504111788  37719 0
0010 38 1504111794 179056 0
0010 39 1504111802 370834 0
0011 00 1504111826 945796 0
0011 01 1504111833  88126 0
0011 02 1504111835 135822 0
0011 03 1504111847 423989 0
0011 04 1504111859 710782 0
0011 05 1504111865 853118 0
0011 06 1504111867 900810 0
0011 07 1504111869 948630 0
0011 08 1504111874  44023 0
0011 09 1504111878 141284 0
0011 10 1504111888 380758 0
0011 11 1504111890 428201 0
0011 12 1504111892 475898 0
0011 13 1504111894 524590 0
0011 14 1504111897 371042 0
0011 15 1504111898 619106 0
0011 16 1504111900 666800 0
0011 17 1504111906 809010 0
0011 18 1504111908 856580 0
0011 19 1504111912 953969 0
0011 20 1504111917  50482 0
0011 21 1504111920 789927 0
0011 22 1504111921 144871 0
0011 23 1504111929 337651 0
0011 24 1504111933 432666 0
0011 25 1504111937 527178 0
0011 26 1504111939 573998 0
0011 27 1504111947 765651 0
0011 28 1504111951 862041 0
0011 29 1504111952 356967 0
0011 30 1504111962 102638 0
0011 31 1504111968 245224 0
0011 32 1504111970 292920 0
0011 33 1504111970 621741 0
0011 34 1504111972 340612 0
0011 35 1504111982 187395 0
0011 36 1504111982 217515 0
0011 37 1504111984 626029 0
0011 38 1504111988 721421 0
0011 39 1504111992 817809 0
0012 00 1504111998 962892 0
0012 01 1504112001  10586 0
0012 02 1504112003  58408 0
0012 03 1504112003 180388 0
0012 04 1504112013 295758 0
0012 05 1504112015 343450 0
0012 06 1504112025 583801 0
0012 07 1504112033 775703 0
0012 08 1504112044  14799 0
0012 09 1504112058 347788 0
0012 10 1504112060 395231 0
0012 11 1504112062 443176 0
0012 12 1504112068 588385 0
0012 13 1504112074 732218 0
0012 14 1504112087  17512 0
0012 15 1504112095 208163 0
0012 16 1504112097 255861 0
0012 17 1504112097 754785 0
0012 18 1504112098 630403 0
0012 19 1504112103 399944 0
0012 20 1504112103 643032 0
0012 21 1504112107 497206 0
0012 22 1504112113 243099 0
0012 23 1504112113 639833 0
0012 24 1504112117 735431 0
0012 25 1504112119 784123 0
0012 26 1504112121 407131 0
0012 27 1504112121 830069 0
0012 28 1504112127 973155 0
0012 29 1504112132  68543 0
0012 30 1504112132 293509 0
0012 31 1504112134 117234 0
0012 32 1504112136 165930 0
0012 33 1504112142 309891 0
0012 34 1504112152 549240 0
0012 35 1504112154 596810 0
0012 36 1504112158 580462 0
0012 37 1504112164 833533 0
0012 38 1504112167 266917 0
0012 39 1504112170 978614 0
0013 00 1504112175 518939 0
0013 01 1504112177 121700 0
0013 02 1504112196 583422 0
0013 03 1504112199 647216 0
0013 04 1504112203 742604 0
0013 05 1504112213 984076 0
0013 06 1504112216  31770 0
0013 07 1504112218 409415 0
0013 08 1504112220 608339 0
0013 09 1504112223 769242 0
0013 10 1504112228 317563 0
0013 11 1504112240 605106 0
0013 12 1504112244 699496 0
0013 13 1504112250 844330 0
0013 14 1504112261  82674 0
0013 15 1504112267 225013 0
0013 16 1504112275 415664 0
0013 17 1504112283 607692 0
0013 18 1504112287 704956 0
0013 19 1504112289 752399 0
0013 20 1504112302  39319 0
0013 21 1504112310 228346 0
0013 22 1504112314 324736 0
0013 23 1504112316 372431 0
0013 24 1504112320 467818 0
0013 25 1504112322 515515 0
0013 26 1504112332 756612 0
0013 27 1504112336 852125 0
0013 28 1504112340 945389 0
0013 29 1504112342 994461 0
0013 30 1504112357  10246 0
0013 31 1504112357 327946 0
0013 32 1504112361 426588 0
0013 33 1504112365 521848 0
0013 34 1504112369 617240 0
0013 35 1504112383 950227 0
0013 36 1504112388  45615 0
0013 37 1504112392 141880 0
0013 38 1504112394 190701 0
0013 39 1504112396 237272 0
0014 00 1504112402 381226 0
0014 01 1504112404 429796 0
0014 02 1504112406 478492 0
0014 03 1504164218 421832 1
0014 04 1504164239 135867 1
0014 05 1504164362 565606 1
0014 06 1504164640 248414 1
0014 07 1504164829 373207 0
0014 08 1504165034 618053 1
0014 09 1504165046 496949 0
0014 10 1504165631 643929 0
0014 11 1504165755 792537 0
0014 12 1504166286 578033 1
0014 13 1504166544 859102 1
0014 14 1504166707 259893 1
0014 15 1504166959 288794 1
0014 16 1504167105 927299 1
0014 17 1504167913 380373 0
0014 18 1504168118 720371 1
0014 19 1504168349 528332 1
0014 20 1504168715 648715 1
0014 21 1504168877 591190 1
0014 22 1504168986  21251 0
0014 23 1504169035 461020 1
0014 24 1504169107 120959 0
0014 25 1504169115  16283 0
0014 26 1504169127  18994 0
0014 27 1504169233 991292 0
0014 28 1504169862  16894 0
0014 29 1504169901 119811 0
0014 30 1504170262 112853 0
0014 31 1504170272  69021 0
0014 32 1504170351 237437 0
0014 33 1504170471 225795 0
0014 34 1504170619 471312 1
0014 35 1504171754 500195 1
0014 36 1504171768 425755 1
0014 37 1504171925  18393 0
0014 38 1504172639 733786 1
0014 39 1504172671 304831 1
0015 00 1504173097 461498 1
0015 01 1504173764 899907 1
0015 02 1504174700 911392 1
0015 03 1504174758  53730 0
0015 04 1504174803 108385 0
0015 05 1504176117 983318 1
0015 06 1504176426 110343 1
0015 07 1504177086 333970 1
0015 08 1504177743 580050 1
0015 09 1504178948 793309 1
0015 10 1504178991 588177 1
0015 11 1504181232 646872 1
0015 12 1504182596 378252 1
0015 13 1504183176 736653 1
0015 14 1504183800  85767 1
0015 15 1504184146 357975 1
0015 16 1504184375 268946 1
0015 17 1504184388 939655 1
0015 18 1504184525 711498 1
0015 19 1504184892  49839 1
0015 20 1504186843 468863 1
0015 21 1504186979 686544 1
0015 22 1504187225 281785 1
0015 23 1504188037 783849 1
0015 24 1504188241 454977 1
0015 25 1504188447 994301 1
0015 26 1504188765  42146 1
0015 27 1504189222 260715 0
0015 28 1504189743  25633 1
0015 29 1504189759 224643 1
0015 30 1504190037 737607 1
0015 31 1504190779  54064 0
0015 32 1504190949 783606 1
0015 33 1504263797 150131 1
0015 34 1504264040 966176 1
0015 35 1504264579 187788 1
0015 36 1504266224 660940 1
0015 37 1504267105 862368 1
0015 38 1504267320 740539 1
0015 39 1504267551 338236 1
0016 00 1504267568 485922 1
0016 01 1504267866 449803 1
0016 02 1504268021 109833 1
0016 03 1504268195 228082 1
0016 04 1504268870 633476 1
0016 05 1504268906 182168 1
0016 06 1504269161 984347 1
0016 07 1504269256 126667 1
0016 08 1504269273 675673 1
0016 09 1504269522 906847 1
0016 10 1504269555 259625 0
0016 11 1504270073 590121 1
0016 12 1504271619 885385 0
0016 13 1504271699 258670 0
0016 14 1504271945 773143 0
0016 15 1504271968 720592 0
0016 16 1504273391 949407 0
0016 17 1504275439 271163 1
0016 18 1504276017 918005 1
0016 19 1504276091 777230 1
0016 20 1504276307 722652 1
0016 21 1504276447 909245 1
0016 22 1504277557 910074 1
0016 23 1504277932 686853 0
0016 24 1504278689  43498 1
0016 25 1504278898 439150 0
0016 26 1504279711 765383 0
0016 27 1504279871 171613 1
0016 28 1504280699 624088 1
0016 29 1504281140 443867 1
0016 30 1504281285 818447 1
0016 31 1504281802  11739 1
0016 32 1504282175  11878 0
0016 33 1504282177  13827 0
0016 34 1504282190  11013 0
0016 35 1504335828  13092 0
0016 36 1504335835  13922 0
0016 37 1504335840  13926 0
0016 38 1504335846  14655 0
0016 39 1504335850  10186 0
0017 00 1504335853   9862 0
0017 01 1504335860  11944 0
0017 02 1504335893  10015 0
0017 03 1504335898  11269 0
0017 04 1504335913  13406 0
0017 05 1504335921   2840 0
0017 06 1504335931   9846 0
0017 07 1504335935  11631 0
0017 08 1504335940  16498 0
0017 09 1504335959  13791 0
0017 10 1504336472 303083 1
0017 11 1504336563 227765 1
0017 12 1504337019  52134 1
0017 13 1504337342  16693 0
0017 14 1504337355  20001 0
0017 15 1504337684  12535 0
0017 16 1504337909  11969 0
0017 17 1504338684  42675 0
0017 18 1504338984  17790 0
0017 19 1504339030 403749 1
0017 20 1504339590 459044 1
0017 21 1504340091 495780 1
0017 22 1504340279 634336 0
0017 23 1504340719 194740 1
0017 24 1504340753 617104 1
0017 25 1504340933 166564 1
0017 26 1504342449 545701 1
0017 27 1504342553 228111 1
0017 28 1504343752 158936 0
0017 29 1504344033  74786 1
0017 30 1504344232 102972 1
0017 31 1504344974 165271 1
0017 32 1504345376 721211 1
0017 33 1504346039 838526 1
0017 34 1504346053 642716 1
0017 35 1504346514  37281 1
0017 36 1504348148 402736 1
0017 37 1504348916 134763 1
0017 38 1504349295 789872 1
0017 39 1504349454  47854 1
0018 00 1504350096 867834 1
0018 01 1504350793 848121 1
0018 02 1504350900 717430 1
0018 03 1504351314 108505 1
0018 04 1504351414 161078 0
0018 05 1504351583 501061 0
0018 06 1504351632 305152 0
0018 07 1504351853 141954 0
0018 08 1504352148 659485 1
0018 09 1504352526 171159 1
0018 10 1504353870 568500 0
0018 11 1504354121 278480 1
0018 12 1504433856 264041 1
0018 13 1504434437  32161 0
0018 14 1504435204  55672 1
0018 15 1504435398 427476 1
0018 16 1504435930 231781 1
0018 17 1504436363 547761 0
0018 18 1504436937 135113 1
0018 19 1504438419 216118 1
0018 20 1504438661 483817 1
0018 21 1504438897 365211 1
0018 22 1504441956 408307 1
0018 23 1504442221 610946 0
0018 24 1504442937  52293 1
0018 25 1504443311 281883 1
0018 26 1504443827  25509 1
0018 27 1504444028 249444 1
0018 28 1504444124 901974 1
0018 29 1504444432 713633 1
0018 30 1504444972 661417 1
0018 31 1504446005 768462 1
0018 32 1504446492 325051 0
0018 33 1504446762 778798 1
0018 34 1504446784  40132 0
0018 35 1504446995   1482 0
0018 36 1504446998 941143 1
0018 37 1504447101 720218 0
0018 38 1504447163 558640 1
0018 39 1504447396 555082 1
0019 00 1504447454 573570 1
0019 01 1504447872 724710 0
0019 02 1504448524 433099 1
0019 03 1504449817 829976 0
0019 04 1504449900 907610 1
0019 05 1504450437 766457 1
0019 06 1504450943 312340 1
0019 07 1504451077 205784 1
0019 08 1504451521 210576 1
0019 09 1504451650 386220 1
0019 10 1504451823 932580 1
0019 11 1504452073 901554 1
0019 12 1504511765 100838 1
0019 13 1504511819 684508 1
0019 14 1504511929 761960 1
0019 15 1504512230  96402 0
0019 16 1504512991 844829 1
0019 17 1504513161 752176 1
0019 18 1504513944  98294 1
0019 19 1504514427 832703 0
0019 20 1504514551 864252 0
0019 21 1504514743 632843 1
0019 22 1504514776 779402 0
0019 23 1504515588 574265 0
0019 24 1504516239 845496 1
0019 25 1504518310 738257 1
0019 26 1504519003 726645 1
0019 27 1504519253 699085 1
0019 28 1504519273 817967 1
0019 29 1504519372 170209 1
0019 30 1504519397 465948 1
0019 31 1504519842 268636 1
0019 32 1504520246 851703 1
0019 33 1504520835  39071 1
0019 34 1504522096 172935 1
0019 35 1504523160 758172 1
0019 36 1504523291 675687 1
0019 37 1504523592 968719 0
0019 38 1504524340 455710 1
0019 39 1504524351 794655 0
0020 00 1504524644 155512 1
0020 01 1504524706 643536 1
0020 02 1504525607 195952 1
0020 03 1504525617 770756 1
0020 04 1504525887  61686 1
0020 05 1504526162  90636 1
0020 06 1504526263 541054 1
0020 07 1504526737 169816 1
0020 08 1504526831 520528 1
0020 09 1504527117 860685 1
0020 10 1504527407 464334 1
0020 11 1504527677 754988 1
0020 12 1504528120 808820 1
0020 13 1504528302  78852 1
0020 14 1504528782 637610 1
0020 15 1504528916 367341 1
0020 16 1504529138 125515 1
0020 17 1504530015 207765 1
0020 18 1504530198 545249 1
0020 19 1504531113 475402 1
0020 20 1504531504 165668 1
0020 21 1504531823 522806 0
0020 22 1504531890 322860 1
0020 23 1504531915 401005 1
0020 24 1504532257 222794 1
0020 25 1504533255 556540 1
0020 26 1504533502 150604 1
0020 27 1504533895 197504 1
0020 28 1504534172 641431 1
0020 29 1504535137 704413 1
0020 30 1504535394  92020 1
0020 31 1504536348  73221 1
0020 32 1504537094 752656 1
0020 33 1504537225 229135 1
0020 34 1504539293 596716 0
0020 35 1504539302 807096 1
0020 36 1504539666 694591 1
0020 37 1504539966 665709 1
0020 38 1504539990  51481 0
0020 39 1504540057 799778 1
0021 00 1504586761 258991 0
0021 01 1504587756 985116 0
0021 02 1504588282 425215 0
0021 03 1504588328 159527 0
0021 04 1504588488 351269 0
0021 05 1504588501    292 0
0021 06 1504588720 746161 1
0021 07 1504588812 314770 1
0021 08 1504588914 947226 1
0021 09 1504588976 584420 1
0021 10 1504589600 175141 1
0021 11 1504589988 237696 1
0021 12 1504590151 868695 1
0021 13 1504590451 891118 1
0021 14 1504591097 196341 1
0021 15 1504591184 566200 1
0021 16 1504591235 646585 1
0021 17 1504592031 614476 0
0021 18 1504592056 784101 1
0021 19 1504592336 220967 1
0021 20 1504592377 906629 0
0021 21 1504592593 290915 1
0021 22 1504594788 215276 0
0021 23 1504595023 739084 1
0021 24 1504595232 962930 1
0021 25 1504595578 396620 0
0021 26 1504595698 596710 0
0021 27 1504597515 891808 0
0021 28 1504597601 742141 0
0021 29 1504598928 980130 0
0021 30 1504599867 182218 1
0021 31 1504600234 355006 1
0021 32 1504600643 170842 0
0021 33 1504601257 768140 1
0021 34 1504601491 973237 1
0021 35 1504602239 127052 1
0021 36 1504602268 754889 0
0021 37 1504602686 673870 0
0021 38 1504602739 804578 0
0021 39 1504602790 537020 0
0022 00 1504602800 102845 1
0022 01 1504603041 245662 1
0022 02 1504603065 916239 1
0022 03 1504603079 753799 1
0022 04 1504603105 375235 1
0022 05 1504603207 185312 1
0022 06 1504603354 219160 1
0022 07 1504603651 219284 1
0022 08 1504603713 894074 0
0022 09 1504603756 727442 0
0022 10 1504604067 107593 1
0022 11 1504604108 419054 1
0022 12 1504604330 500351 1
0022 13 1504616799 764131 1
0022 14 1504616819 916004 1
0022 15 1504616993 155194 1
0022 16 1504617138 777376 1
0022 17 1504617171   6577 1
0022 18 1504617368 925478 1
0022 19 1504617472 398571 1
0022 20 1504617591 999264 1
0022 21 1504617601 417984 1
0022 22 1504617633 835031 1
0022 23 1504617741 349900 1
0022 24 1504617790 307487 1
0022 25 1504617821 444602 1
0022 26 1504618007  25094 1
0022 27 1504618063 238847 1
0022 28 1504618213 112787 1
0022 29 1504618216 951462 1
0022 30 1504618668 399297 1
0022 31 1504618773 307624 1
0022 32 1504618866 308101 1
0022 33 1504618896  42223 1
0022 34 1504619005  17748 0
0022 35 1504619081 484360 1
